"","seq_number","sum.taxonomy"
"1","merged_fishcard_12S_all_1","Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus"
"2","merged_fishcard_12S_all_9","Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus tshawytscha"
"3","merged_fishcard_12S_all_15",""
